Date Entered,Campaign,Status,Ethereum_Address,Twitter ID,Twitter Username,Discord ID,Discord Username,Custom Field 1,Custom Field 2
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x2488B2Acc713Ca0009eeD4681FCDc51056cfFBaE,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150002,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150003,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150004,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150005,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150006,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150007,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150008,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150009,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150010,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0001,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150011,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150012,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150013,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150014,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150015,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150016,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150017,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150018,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150019,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150020,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0002,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150021,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150022,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150023,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150024,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150025,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150026,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150027,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150028,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150029,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150030,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0003,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150031,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150032,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150033,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150034,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150035,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150036,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150037,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150038,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150039,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150040,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0004,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150041,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150042,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150043,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150044,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150045,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150046,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150047,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150048,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150049,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150050,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0005,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150051,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150052,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150053,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150054,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150055,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150056,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150057,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150058,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150059,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150060,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0006,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150061,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150062,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150063,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150064,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150065,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0001,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150066,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150067,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150068,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150069,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150070,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150071,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150072,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150073,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150074,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150075,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0001,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150076,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150077,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150078,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150079,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150080,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150081,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150082,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150083,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150084,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150085,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0002,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150086,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150087,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150088,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150089,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150090,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150091,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150092,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150093,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150094,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150095,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0003,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150096,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150097,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150098,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150099,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150100,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150101,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150102,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150103,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150104,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150105,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0004,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150106,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150107,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150108,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150109,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150110,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150111,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150112,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150113,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150114,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150115,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0005,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150116,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150117,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150118,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150119,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150120,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150121,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150122,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150123,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150124,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150125,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0006,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150126,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150127,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150128,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150129,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0001,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150130,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0002,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150131,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150132,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150133,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150134,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150135,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150136,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150137,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150138,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150139,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150140,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0001,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150141,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150142,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign3,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150143,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign4,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150144,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign5,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150145,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150146,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150147,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150148,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150149,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150150,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0002,Grumpy_campaign1,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150151,,krypto_rose,,,,
Mon Sep 26 2022 08:55:05 GMT+0000 ,Grumpy_campaign2,WINNER,0x6754d709e1b4de7972dfd84d2c9a3a56b1150152,,krypto_rose,,,,
